,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,0.8244277641691011,0.8224286564465226,0.8238109395421784,0.8228596909292814,0.8185270506760169,0.8176166764621077
SingleCNN_nonstatic,0.8231606709546057,0.827838881673484,0.8332491077225784,0.8386630494019081,0.8411823716656915,0.8406249995889334
SingleCNN_spe,0.8143467598947985,0.8097763077966098,0.8094530319345409,0.80492345423534,0.799962841642314,0.7829592745879601
