,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,0.8766831841615155,0.8806250000243907,0.8834878517233807,0.8866464195044145,0.8842167519852329,0.87914482099016
SingleCNN_nonstatic,0.8748161765010766,0.8852078005785833,0.8900895140969844,0.8947746164048724,0.8963331202716779,0.8995156649738322
SingleCNN_spe,0.85318414326519,0.8478660486238386,0.8418366368164492,0.8380434782913578,0.8339322251127199,0.789312659870938
