,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,0.9014423102140426,0.8932091385126114,0.9098557755351067,0.9064302951097488,0.9132512092590332,0.909645439684391
SingleCNN_nonstatic,0.9029447138309479,0.898106974363327,0.9036358222365379,0.9034855827689171,0.906129814684391,0.9034855842590332
SingleCNN_spe,0.8868088990449905,0.8843449592590332,0.8679687559604645,0.8689603418111801,0.848798081278801,0.8615384668111801
