,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,0.0029523489017107356,0.007683615460317482,0.0045527334943246175,0.004782723906720566,0.01288247067010111,0.012744672022934543
SingleCNN_nonstatic,0.007488995523976027,0.006633153386137838,0.010157243359554261,0.005344598851387679,0.001926963615614551,0.001976135474783484
SingleCNN_spe,0.010710981007082575,0.007054111745820199,0.00626679529552888,0.006285871370453577,0.008496502337779956,0.013558554656126511
