,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,0.03920003071594015,0.040956282369848884,0.04384632701692046,0.04832600495247093,0.05920365693869519,0.1667115420372503
SingleCNN_nonstatic,0.0696077549652405,0.06595883628851311,0.07256662000237708,0.11198747572372901,0.1877110750648546,0.3935201054909944
SingleCNN_spe,0.040986693205863525,0.06772005503607162,0.05256770978185825,0.05557603228874044,0.0742214389950257,0.11305307925528343
