,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,0.15049876078315402,0.15021892229715983,0.15014940831396315,0.15345436876470392,0.15056956760467044,0.15616745879684668
SingleCNN_nonstatic,0.27568172491513765,0.3727232173637108,0.48665873527526854,0.804040577946877,1.1946312952041627,2.310087763744852
SingleCNN_spe,0.1941956955453624,0.1913863194955362,0.19522937216409822,0.19552965990201696,0.19260964393615723,0.195399918489986
