,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,0.01583419553155548,0.016245871799581382,0.02603637589698468,0.020572426588546792,0.01900271445855867,0.01675225018399427
SingleCNN_nonstatic,0.019290021083792713,0.029282128108940073,0.031648056244221415,0.04889221521739129,0.08492991248475755,0.21258694396577357
SingleCNN_spe,0.027725338290009765,0.026101773806299626,0.021360101802635825,0.016545422993672534,0.022189278136367854,0.0244871822289051
