,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,0.0008128750984083158,0.0014548604503414348,0.0027596338965597635,0.0010663454164378252,0.0026310141725964156,0.0040112669980105885
SingleCNN_nonstatic,0.003211876619201454,0.0007960775387977094,0.0018965154693074643,0.003228021793107198,0.0031067719340287228,0.0009869245926472452
SingleCNN_spe,0.002532316937002884,0.0018946957842609898,0.005019832515911679,0.00559463489425556,0.008038496740550688,0.02250972878483505
