,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,2.983264194594489,3.0598838979547676,3.0571125637401235,3.1042928025126457,3.0968442173565136,3.2885411557029274
SingleCNN_nonstatic,7.1491758267084755,9.62941058476766,12.482407490412394,20.46896339257558,30.595955713589987,59.062668379147844
SingleCNN_spe,3.9394475989145774,4.051322763249026,4.041954101142236,3.9482472419738768,3.9641203759080272,4.1428187419386475
