,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,6.632696676857864,7.217802391213886,7.44821298122406,8.119251227846332,9.091128243340385,11.239111475828217
SingleCNN_nonstatic,10.264849907643086,12.312424724166458,13.706020975112915,17.586777775628224,22.582663342759417,38.67197672980172
SingleCNN_spe,8.835888497164992,9.358208732171493,9.594506254820066,10.25228978587735,11.331788651593081,13.25118732168561
