,fs2,fs3,fs4,fs6,fs8,fs12
SingleCNN_static,0.007005134906714626,0.01429156419484542,0.00715260998407471,0.011917104210879284,0.0058695756902532835,0.008290901291319234
SingleCNN_nonstatic,0.0044187026643302705,0.010690528939468548,0.010309053498647348,0.011078432353637736,0.004043113270253889,0.007876237537982674
SingleCNN_spe,0.01749304176737069,0.004785809712981465,0.019503029165526632,0.011696288213255092,0.013393573528413765,0.008483329718898426
